ID,Gender,Ever_Married,Age,Graduated,Profession,Work_Experience,Spending_Score,Family_Size,Var_1,Segmentation,Test
460154,Male,No,29,Yes,Entertainment,8.0,Low,4.0,Cat_6,C,46
459753,Male,Yes,40,Yes,Marketing,99.0,Average,2.0,Cat_2,A,30
464030,Male,No,18,No,Entertainment,1.0,Low,4.0,Cat_6,D,71
463220,Male,Yes,46,No,Engineer,0.0,Average,3.0,Cat_6,B,8
465237,Male,Yes,68,Yes,Lawyer,99.0,High,2.0,Cat_6,D,9
467564,Male,Yes,72,Yes,Artist,0.0,Average,2.0,Cat_6,B,54
465113,Male,Yes,66,Yes,Lawyer,1.0,High,2.0,Cat_4,C,11
465965,Female,Yes,41,No,Marketing,8.0,Low,2.0,Cat_6,A,89
460907,Male,Yes,82,No,Lawyer,1.0,High,3.0,Cat_6,A,47
467314,Male,Yes,43,No,Artist,0.0,Average,2.0,Cat_6,C,38
459951,Male,Yes,53,Yes,Artist,0.0,Low,1.0,Cat_6,A,14
467295,Male,No,29,No,Healthcare,0.0,Low,3.0,Cat_6,C,79
466212,Female,Yes,53,Yes,Artist,0.0,Average,3.0,Cat_6,C,25
463533,Female,Yes,87,Yes,Artist,1.0,High,2.0,Cat_2,C,37
467890,Male,Yes,62,Yes,Entertainment,0.0,Average,4.0,Cat_6,B,67
467541,Male,Yes,43,Yes,Artist,1.0,High,3.0,Cat_6,A,27
460183,Male,No,36,No,Entertainment,8.0,Low,2.0,Cat_6,D,59
463634,Female,No,30,Yes,Doctor,0.0,Low,3.0,Cat_6,A,76
463100,Female,No,37,No,Homemaker,8.0,Low,1.0,Cat_6,D,61
460550,Female,Yes,59,Yes,Artist,0.0,Average,4.0,Cat_3,C,86
465867,Female,Yes,35,Yes,Artist,8.0,High,5.0,Cat_6,B,59
462964,Male,Yes,39,No,Artist,7.0,Average,3.0,Cat_6,C,52
466685,Female,No,19,No,Healthcare,0.0,Low,5.0,Cat_6,D,50
463005,Female,Yes,40,Yes,Homemaker,10.0,Average,2.0,Cat_4,B,34
464796,Male,Yes,43,No,Marketing,3.0,High,4.0,Cat_4,A,30
460682,Male,Yes,43,No,Artist,6.0,Low,2.0,Cat_3,B,47
459744,Male,Yes,29,Yes,Artist,9.0,Average,2.0,Cat_6,B,14
460084,Female,No,27,Yes,Healthcare,1.0,Low,2.0,Cat_6,D,88
461119,Female,No,23,No,Healthcare,6.0,Low,3.0,Cat_3,D,84
463441,Male,Yes,42,Yes,Artist,8.0,High,4.0,Cat_6,C,22
466971,Male,No,65,Yes,Executive,9.0,Low,3.0,Cat_6,D,14
463208,Male,Yes,57,Yes,Executive,1.0,Average,5.0,Cat_6,C,73
467877,Female,Yes,46,Yes,Artist,0.0,Average,2.0,Cat_6,C,85
464471,Male,Yes,30,Yes,Doctor,0.0,Low,3.0,Cat_6,D,79
467360,Male,Yes,51,Yes,Artist,0.0,Average,4.0,Cat_6,B,9
461576,Male,Yes,39,Yes,Artist,10.0,Low,2.0,Cat_4,C,93
461966,Female,No,41,Yes,Artist,1.0,Low,1.0,Cat_6,C,23
463398,Male,No,29,No,Marketing,9.0,Low,4.0,Cat_3,C,87
466096,Male,Yes,76,Yes,Lawyer,0.0,Low,2.0,Cat_4,B,92
461082,Male,No,23,No,Healthcare,8.0,Low,4.0,Cat_1,D,11
465942,Female,Yes,33,Yes,Marketing,8.0,High,2.0,Cat_6,D,2
464354,Female,No,43,Yes,Engineer,3.0,Low,2.0,Cat_4,A,43
464252,Male,Yes,35,Yes,Artist,1.0,Average,4.0,Cat_6,C,61
463463,Male,Yes,32,No,Doctor,0.0,Low,2.0,Cat_6,A,33
465592,Male,Yes,65,Yes,Entertainment,1.0,Low,1.0,Cat_6,B,92
462214,Male,Yes,49,No,Doctor,1.0,Low,2.0,Cat_4,D,20
466707,Female,Yes,48,Yes,Homemaker,1.0,Low,4.0,Cat_6,B,19
459956,Female,Yes,39,Yes,Healthcare,8.0,Average,2.0,Cat_6,D,46
460847,Male,No,27,Yes,Artist,1.0,Low,3.0,Cat_6,A,69
462816,Male,Yes,76,No,Entertainment,0.0,Low,1.0,Cat_6,D,8
461979,Male,Yes,35,Yes,Artist,9.0,Average,2.0,Cat_6,C,61
467170,Male,Yes,35,Yes,Artist,8.0,Low,4.0,Cat_7,A,14
462609,Female,Yes,48,No,Doctor,4.0,Low,1.0,Cat_4,D,19
466332,Male,No,23,No,Healthcare,0.0,Low,3.0,Cat_2,D,25
459594,Female,Yes,42,Yes,Artist,5.0,Low,1.0,Cat_6,A,2
464147,Male,Yes,41,Yes,Artist,0.0,High,3.0,Cat_6,C,33
463007,Male,Yes,29,No,Executive,99.0,High,3.0,Cat_6,D,26
464119,Male,Yes,36,Yes,Artist,0.0,Average,2.0,Cat_6,C,54
463310,Male,Yes,60,Yes,Entertainment,0.0,Low,2.0,Cat_3,A,3
465706,Female,Yes,46,Yes,Artist,1.0,Average,3.0,Cat_6,C,73
466174,Female,No,20,No,Healthcare,8.0,Low,4.0,Cat_2,D,89
463596,Female,No,31,No,Healthcare,0.0,Low,4.0,Cat_6,C,16
465455,Male,No,26,No,Doctor,0.0,Low,2.0,Cat_6,D,30
462867,Male,Yes,28,No,Artist,1.0,Low,2.0,Cat_6,A,63
459140,Female,No,18,No,Healthcare,7.0,Low,6.0,Cat_6,D,54
464295,Female,No,30,No,Healthcare,7.0,Low,6.0,Cat_4,C,33
460067,Female,No,39,Yes,Entertainment,11.0,Low,1.0,Cat_6,A,41
467222,Male,Yes,74,Yes,Entertainment,1.0,Average,2.0,Cat_6,A,77
461482,Female,No,52,Yes,Artist,9.0,Low,1.0,Cat_6,C,85
462514,Male,No,25,Yes,Healthcare,99.0,Low,2.0,Cat_4,D,36
459796,Male,Yes,66,Yes,Artist,99.0,Average,3.0,Cat_6,C,53
463722,Male,Yes,55,Yes,Executive,9.0,High,2.0,Cat_6,C,93
462278,Male,No,31,Yes,Healthcare,0.0,Low,4.0,Cat_6,C,59
463799,Female,No,41,Yes,Artist,0.0,Low,4.0,Cat_2,B,19
464259,Male,Yes,59,Yes,Artist,1.0,Average,4.0,Cat_6,B,0
467159,Female,Yes,39,Yes,Homemaker,8.0,High,2.0,Cat_6,D,49
462003,Male,Yes,79,No,Lawyer,9.0,Low,3.0,Cat_6,D,95
464298,Male,No,26,No,Doctor,1.0,Low,1.0,Cat_6,A,92
465039,Female,Yes,88,No,Lawyer,0.0,High,2.0,Cat_6,B,55
467973,Female,Yes,66,Yes,Engineer,0.0,Average,3.0,Cat_6,A,49
467731,Male,Yes,56,Yes,Artist,99.0,Average,4.0,Cat_6,C,23
461721,Male,No,26,Yes,Entertainment,7.0,Low,5.0,Cat_5,D,55
463166,Female,No,41,Yes,Artist,1.0,Low,1.0,Cat_4,A,0
465944,Female,Yes,36,No,Engineer,4.0,High,3.0,Cat_7,A,79
461061,Female,No,38,Yes,Engineer,3.0,Low,1.0,Cat_2,B,52
463010,Male,Yes,81,No,Executive,0.0,Low,1.0,Cat_6,D,74
464756,Female,No,25,No,Engineer,5.0,Low,3.0,Cat_4,B,53
467366,Male,No,42,Yes,Artist,99.0,Low,1.0,Cat_4,A,18
464006,Male,No,32,No,Healthcare,0.0,Low,5.0,Cat_6,B,49
461206,Male,No,28,Yes,Healthcare,9.0,Low,1.0,Cat_6,D,45
466216,Male,No,29,No,Entertainment,1.0,Low,4.0,Cat_4,A,70
463690,Female,No,28,No,Healthcare,7.0,Low,4.0,Cat_6,D,33
465929,Male,No,26,Yes,Healthcare,8.0,Low,5.0,Cat_6,D,25
461736,Male,Yes,47,Yes,Entertainment,1.0,Average,4.0,Cat_6,C,53
460402,Female,Yes,50,Yes,Doctor,1.0,Low,2.0,Cat_7,A,21
467367,Male,Yes,70,Yes,Lawyer,1.0,Low,2.0,Cat_6,B,51
464770,Female,No,38,No,Engineer,99.0,Low,1.0,Cat_4,A,14
464918,Male,No,39,No,Artist,1.0,Low,1.0,Cat_4,D,65
461639,Male,Yes,60,Yes,Artist,0.0,Average,2.0,Cat_6,A,32
464254,Male,Yes,63,Yes,Entertainment,0.0,Average,3.0,Cat_6,C,47
462579,Female,Yes,68,No,Lawyer,1.0,Low,2.0,Cat_4,B,74
466976,Male,Yes,47,Yes,Artist,0.0,Low,1.0,Cat_6,B,84
467079,Male,Yes,40,Yes,Artist,1.0,Low,2.0,Cat_6,B,10
467724,Male,Yes,46,No,Artist,1.0,High,3.0,Cat_6,B,62
459792,Male,Yes,42,Yes,Artist,6.0,Low,3.0,Cat_6,A,50
464789,Female,Yes,48,Yes,Artist,0.0,Average,5.0,Cat_4,B,79
467143,Female,No,53,No,Lawyer,1.0,Low,3.0,Cat_6,D,59
464370,Male,Yes,65,Yes,Entertainment,0.0,Average,2.0,Cat_6,B,83
459415,Male,No,26,No,Doctor,0.0,Low,4.0,Cat_6,A,27
459387,Male,No,35,Yes,Doctor,0.0,Low,1.0,Cat_6,D,74
467895,Female,No,27,Yes,Healthcare,0.0,Low,4.0,Cat_6,C,20
459838,Female,Yes,86,No,Lawyer,0.0,High,2.0,Cat_6,C,95
463695,Female,No,30,Yes,Doctor,1.0,Low,4.0,Cat_2,A,28
464512,Male,Yes,43,No,Executive,8.0,Low,3.0,Cat_6,A,59
467419,Female,Yes,38,Yes,Artist,4.0,Low,1.0,Cat_6,B,95
462511,Female,Yes,66,Yes,Lawyer,1.0,High,2.0,Cat_6,C,63
464124,Female,Yes,74,Yes,Doctor,1.0,Low,2.0,Cat_6,B,70
466194,Male,Yes,89,No,Lawyer,0.0,Low,1.0,Cat_6,A,80
461807,Male,No,30,Yes,Doctor,10.0,Low,4.0,Cat_6,D,3
460456,Male,Yes,33,No,Executive,0.0,High,5.0,Cat_3,D,68
462932,Female,Yes,37,Yes,Homemaker,3.0,High,3.0,Cat_6,A,82
461297,Male,Yes,69,No,Lawyer,0.0,High,2.0,Cat_6,C,87
464430,Female,Yes,51,Yes,Engineer,6.0,Average,2.0,Cat_6,C,18
459416,Male,No,19,No,Artist,10.0,Low,3.0,Cat_6,A,93
464743,Male,Yes,45,Yes,Entertainment,0.0,Average,2.0,Cat_4,B,53
466276,Female,No,32,No,Doctor,0.0,Low,5.0,Cat_4,D,75
467829,Female,No,22,No,Doctor,3.0,Low,4.0,Cat_2,D,91
463813,Female,No,26,No,Engineer,1.0,Low,6.0,Cat_6,A,81
461733,Female,Yes,43,Yes,Artist,0.0,High,3.0,Cat_6,B,99
466925,Male,No,19,No,Healthcare,7.0,Low,2.0,Cat_6,D,7
467846,Male,Yes,48,Yes,Artist,1.0,Average,3.0,Cat_6,C,16
459596,Female,Yes,61,Yes,Doctor,1.0,Average,2.0,Cat_6,B,3
460597,Female,No,20,No,Marketing,1.0,Low,2.0,Cat_3,D,29
467788,Male,No,22,No,Healthcare,0.0,Low,4.0,Cat_6,D,47
467966,Female,No,31,Yes,Entertainment,9.0,Low,3.0,Cat_7,D,93
464503,Male,No,25,Yes,Artist,9.0,Low,3.0,Cat_6,A,54
460242,Male,Yes,41,Yes,Healthcare,8.0,Low,3.0,Cat_6,C,0
467014,Male,Yes,36,Yes,Executive,9.0,High,3.0,Cat_6,C,98
466637,Male,Yes,48,Yes,Artist,1.0,High,5.0,Cat_2,C,62
462553,Male,No,27,No,Artist,1.0,Low,1.0,Cat_6,B,57
459287,Male,No,35,Yes,Lawyer,1.0,Low,1.0,Cat_4,D,17
464074,Female,Yes,39,Yes,Doctor,0.0,Average,3.0,Cat_6,C,3
463734,Male,Yes,38,No,Executive,0.0,Average,3.0,Cat_6,A,41
466575,Female,Yes,57,Yes,Artist,7.0,Average,3.0,Cat_6,C,1
459193,Male,No,38,Yes,Artist,1.0,Low,1.0,Cat_6,A,41
462143,Male,Yes,80,No,Artist,1.0,Low,2.0,Cat_6,A,6
467700,Male,Yes,57,Yes,Entertainment,99.0,Average,2.0,Cat_6,C,9
467140,Male,Yes,61,Yes,Entertainment,9.0,Average,2.0,Cat_6,C,25
463356,Male,No,29,Yes,Healthcare,5.0,Low,4.0,Cat_2,D,18
466797,Female,No,23,No,Healthcare,1.0,Low,4.0,Cat_6,D,18
459234,Female,Yes,83,No,Lawyer,1.0,Low,1.0,Cat_6,D,41
460442,Male,Yes,37,Yes,Entertainment,0.0,Average,3.0,Cat_6,B,77
463901,Male,Yes,35,No,Artist,0.0,Low,6.0,Cat_4,C,68
465494,Male,Yes,41,Yes,Doctor,9.0,Average,2.0,Cat_6,B,14
461552,Female,Yes,38,Yes,Artist,99.0,Average,2.0,Cat_6,B,38
459239,Male,Yes,81,No,Entertainment,1.0,Low,1.0,Cat_6,A,55
466379,Female,Yes,58,Yes,Homemaker,2.0,Low,1.0,Cat_6,C,27
464759,Female,No,38,No,Engineer,8.0,Low,1.0,Cat_4,A,33
461994,Male,Yes,18,No,Doctor,10.0,Low,2.0,Cat_6,D,15
461802,Male,No,37,Yes,Artist,1.0,Low,4.0,Cat_6,B,68
462527,Male,Yes,43,No,Artist,4.0,Average,2.0,Cat_6,C,75
461800,Female,No,36,Yes,Doctor,4.0,Low,1.0,Cat_2,B,87
460933,Female,Yes,76,Yes,Lawyer,0.0,High,2.0,Cat_6,A,73
460189,Male,No,33,No,Entertainment,14.0,Low,1.0,Cat_6,D,0
459031,Male,Yes,43,No,Executive,1.0,High,5.0,Cat_4,B,97
464673,Male,Yes,47,No,Executive,1.0,High,7.0,Cat_2,D,72
459101,Male,Yes,81,No,Lawyer,8.0,Low,2.0,Cat_6,B,94
460136,Male,No,27,Yes,Artist,10.0,Low,3.0,Cat_6,D,91
460973,Male,No,29,No,Entertainment,1.0,Low,5.0,Cat_6,D,61
460187,Female,No,38,Yes,Doctor,4.0,Low,3.0,Cat_6,A,54
459700,Male,Yes,37,Yes,Executive,0.0,Average,5.0,Cat_6,B,39
464787,Male,No,47,No,Entertainment,1.0,Low,1.0,Cat_4,A,27
467201,Female,No,33,Yes,Engineer,99.0,Low,5.0,Cat_7,D,1
462614,Male,Yes,51,No,Entertainment,1.0,Average,5.0,Cat_4,D,35
460813,Female,Yes,86,No,Lawyer,1.0,High,2.0,Cat_6,A,75
462698,Female,Yes,56,Yes,Entertainment,1.0,Average,2.0,Cat_6,A,29
463344,Male,Yes,59,Yes,Artist,3.0,Average,2.0,Cat_6,B,51
463633,Male,Yes,33,Yes,Doctor,0.0,Average,2.0,Cat_6,B,65
464964,Female,Yes,71,No,Artist,99.0,High,2.0,Cat_4,B,75
462317,Female,No,32,No,Entertainment,3.0,Low,6.0,Cat_4,D,62
467353,Male,Yes,26,No,Artist,3.0,Low,2.0,Cat_6,A,27
464553,Male,Yes,70,Yes,Artist,1.0,Low,2.0,Cat_6,B,63
463518,Male,Yes,30,No,Executive,5.0,High,4.0,Cat_6,A,6
459711,Male,Yes,37,No,Executive,9.0,High,6.0,Cat_6,D,76
460788,Female,No,30,Yes,Doctor,0.0,Low,9.0,Cat_4,A,60
459392,Female,No,23,No,Doctor,0.0,Low,3.0,Cat_6,C,48
467887,Female,No,42,Yes,Artist,0.0,Low,2.0,Cat_1,B,41
467743,Male,Yes,48,No,Executive,1.0,High,4.0,Cat_1,B,68
460368,Male,No,28,Yes,Healthcare,0.0,Low,7.0,Cat_6,C,25
463126,Female,Yes,65,Yes,Artist,3.0,Average,2.0,Cat_6,C,34
467046,Female,No,28,No,Doctor,0.0,Low,5.0,Cat_3,A,76
463099,Male,Yes,85,Yes,Lawyer,99.0,Low,1.0,Cat_6,B,72
462439,Male,No,18,No,Healthcare,1.0,Low,4.0,Cat_6,D,69
464182,Male,Yes,35,Yes,Artist,4.0,Average,2.0,Cat_2,C,50
464810,Female,No,27,No,Engineer,1.0,Low,1.0,Cat_4,A,99
464234,Male,Yes,68,Yes,Entertainment,0.0,Low,3.0,Cat_2,A,58
464683,Male,Yes,52,No,Engineer,0.0,Average,6.0,Cat_4,B,17
463349,Male,No,20,No,Healthcare,5.0,Low,5.0,Cat_2,D,15
465866,Male,Yes,35,Yes,Artist,7.0,Low,3.0,Cat_6,D,15
465261,Female,No,21,Yes,Healthcare,0.0,Low,4.0,Cat_1,D,32
459780,Female,No,42,No,Entertainment,1.0,Low,3.0,Cat_6,A,59
462031,Female,Yes,50,Yes,Artist,0.0,Average,2.0,Cat_6,C,50
463941,Female,No,32,No,Artist,1.0,Low,6.0,Cat_4,D,75
466842,Male,No,19,No,Healthcare,8.0,Low,5.0,Cat_2,D,27
459014,Male,No,22,No,Healthcare,0.0,Low,4.0,Cat_6,D,16
462420,Male,No,27,Yes,Healthcare,1.0,Low,3.0,Cat_6,C,75
465250,Male,No,22,No,Healthcare,0.0,Low,4.0,Cat_4,D,27
466513,Female,Yes,55,Yes,Artist,1.0,Average,3.0,Cat_6,B,29
461791,Female,No,22,No,Lawyer,8.0,Low,1.0,Cat_6,D,31
464586,Female,No,46,Yes,Artist,1.0,Low,1.0,Cat_3,B,95
461391,Male,Yes,65,Yes,Entertainment,3.0,Low,3.0,Cat_6,C,60
466658,Female,No,18,No,Healthcare,0.0,Low,4.0,Cat_6,D,63
459728,Female,Yes,53,Yes,Artist,2.0,Average,4.0,Cat_6,C,56
462219,Male,Yes,59,No,Executive,0.0,Low,5.0,Cat_4,B,93
467553,Female,No,32,Yes,Healthcare,8.0,Low,3.0,Cat_6,D,20
459655,Male,Yes,39,Yes,Artist,1.0,Average,3.0,Cat_6,B,47
462182,Male,Yes,88,No,Artist,7.0,Low,1.0,Cat_6,D,3
459119,Male,Yes,61,Yes,Executive,9.0,High,3.0,Cat_6,C,52
460721,Male,No,21,No,Healthcare,1.0,Low,4.0,Cat_6,D,99
459517,Male,No,31,Yes,Healthcare,1.0,Low,4.0,Cat_6,D,29
461441,Male,Yes,58,Yes,Artist,1.0,Average,4.0,Cat_6,C,19
465390,Female,No,27,Yes,Marketing,3.0,Low,3.0,Cat_6,D,5
466160,Female,Yes,51,Yes,Engineer,1.0,Average,2.0,Cat_6,C,57
463842,Female,Yes,48,Yes,Engineer,0.0,High,4.0,Cat_6,B,82
465902,Male,No,25,Yes,Executive,3.0,Low,3.0,Cat_6,D,82
467034,Male,Yes,89,No,Executive,0.0,High,2.0,Cat_6,A,21
465747,Female,No,40,Yes,Artist,6.0,Low,1.0,Cat_6,C,23
464203,Male,No,56,Yes,Artist,2.0,Low,1.0,Cat_6,B,4
462373,Male,Yes,36,Yes,Entertainment,9.0,High,3.0,Cat_6,B,49
465364,Female,No,38,Yes,Doctor,5.0,Low,5.0,Cat_2,A,99
464280,Male,Yes,47,Yes,Entertainment,1.0,Low,4.0,Cat_6,C,8
460993,Male,Yes,61,Yes,Artist,1.0,Average,4.0,Cat_6,C,54
464227,Male,Yes,89,Yes,Lawyer,0.0,High,2.0,Cat_6,C,14
461141,Male,Yes,55,No,Homemaker,2.0,Low,1.0,Cat_3,A,32
467282,Female,Yes,43,Yes,Artist,4.0,Average,2.0,Cat_6,A,54
459790,Male,No,28,No,Doctor,10.0,Low,3.0,Cat_6,C,58
464670,Male,Yes,42,No,Entertainment,0.0,Average,4.0,Cat_4,B,9
459398,Female,Yes,60,No,Lawyer,99.0,High,2.0,Cat_6,C,75
461136,Male,No,59,Yes,Artist,1.0,Low,1.0,Cat_6,B,32
460283,Male,Yes,43,Yes,Doctor,14.0,Low,2.0,Cat_6,A,42
460337,Female,No,42,Yes,Marketing,10.0,Low,3.0,Cat_6,D,75
463275,Male,Yes,29,No,Entertainment,7.0,Average,2.0,Cat_3,D,18
466861,Female,No,21,No,Healthcare,8.0,Low,7.0,Cat_2,D,60
463177,Male,No,41,Yes,Entertainment,7.0,Low,2.0,Cat_1,D,20
461874,Male,Yes,48,Yes,Doctor,0.0,Average,3.0,Cat_3,A,23
462506,Male,No,31,No,Healthcare,1.0,Low,4.0,Cat_6,C,99
466868,Male,No,26,Yes,Doctor,4.0,Low,3.0,Cat_2,A,26
461253,Female,No,18,No,Healthcare,0.0,Low,5.0,Cat_4,D,97
461830,Male,Yes,42,Yes,Executive,1.0,High,3.0,Cat_6,C,60
464748,Female,Yes,52,No,Engineer,9.0,Average,5.0,Cat_4,B,72
461904,Female,Yes,50,Yes,Artist,4.0,Average,2.0,Cat_5,C,14
467562,Male,Yes,71,Yes,Executive,0.0,High,3.0,Cat_6,A,96
465168,Female,Yes,59,No,Entertainment,8.0,Average,2.0,Cat_6,B,21
459162,Female,Yes,85,Yes,Lawyer,0.0,High,2.0,Cat_6,A,57
462831,Male,Yes,29,No,Executive,1.0,High,3.0,Cat_6,D,51
465576,Male,Yes,43,No,Executive,4.0,Average,5.0,Cat_4,A,31
464474,Female,No,52,Yes,Artist,1.0,Low,1.0,Cat_6,A,72
460566,Male,Yes,36,Yes,Homemaker,99.0,Average,2.0,Cat_3,C,68
465169,Female,No,59,Yes,Doctor,0.0,Low,4.0,Cat_6,B,95
460235,Female,No,23,No,Healthcare,1.0,Low,3.0,Cat_6,D,3
462580,Female,No,39,Yes,Artist,0.0,Low,1.0,Cat_4,B,63
467313,Male,Yes,39,Yes,Entertainment,1.0,Average,2.0,Cat_6,B,34
460400,Female,Yes,46,Yes,Entertainment,5.0,Low,2.0,Cat_6,A,86
463406,Male,No,33,No,Marketing,0.0,Low,4.0,Cat_3,C,95
459135,Male,Yes,53,Yes,Executive,0.0,High,4.0,Cat_6,C,4
462972,Female,Yes,62,Yes,Artist,1.0,Low,1.0,Cat_6,B,0
466284,Male,Yes,46,Yes,Artist,1.0,Average,5.0,Cat_2,C,46
464410,Male,Yes,40,Yes,Artist,0.0,Average,2.0,Cat_6,C,11
466005,Male,No,62,Yes,Entertainment,1.0,Low,4.0,Cat_2,C,73
460821,Female,No,31,Yes,Healthcare,99.0,Low,2.0,Cat_4,D,50
459206,Female,No,25,No,Artist,1.0,Low,3.0,Cat_6,C,9
461156,Male,No,22,No,Marketing,3.0,Low,6.0,Cat_3,D,65
465515,Female,Yes,47,Yes,Artist,1.0,High,6.0,Cat_6,B,5
460883,Male,Yes,68,Yes,Artist,0.0,High,2.0,Cat_6,B,61
465380,Male,No,25,No,Entertainment,5.0,Low,2.0,Cat_6,D,98
461218,Male,Yes,27,No,Executive,0.0,Low,6.0,Cat_6,D,41
467186,Male,Yes,38,Yes,Entertainment,2.0,Average,3.0,Cat_3,B,92
461859,Female,Yes,46,No,Artist,5.0,Low,5.0,Cat_6,C,23
467821,Female,Yes,37,Yes,Artist,1.0,Low,2.0,Cat_6,C,40
462525,Female,Yes,41,Yes,Artist,0.0,Average,2.0,Cat_6,C,71
462787,Female,No,29,No,Artist,1.0,Low,1.0,Cat_3,A,57
459055,Female,No,19,No,Entertainment,1.0,Low,5.0,Cat_6,D,12
462605,Male,Yes,82,No,Executive,1.0,High,2.0,Cat_4,D,67
461252,Female,Yes,48,Yes,Doctor,1.0,Low,1.0,Cat_3,D,77
464340,Male,Yes,67,Yes,Artist,1.0,High,2.0,Cat_6,B,9
461872,Female,Yes,77,Yes,Lawyer,0.0,High,2.0,Cat_6,B,67
467499,Male,Yes,40,Yes,Artist,99.0,Low,3.0,Cat_6,C,70
467423,Male,Yes,61,Yes,Artist,0.0,Low,1.0,Cat_6,B,50
463865,Male,Yes,46,Yes,Artist,0.0,Average,5.0,Cat_6,B,43
458984,Male,Yes,39,Yes,Artist,0.0,Average,3.0,Cat_6,C,11
459142,Female,Yes,89,Yes,Artist,0.0,High,3.0,Cat_6,C,5
462993,Male,Yes,30,No,Artist,99.0,Average,3.0,Cat_6,B,6
466389,Female,Yes,47,Yes,Engineer,0.0,Average,2.0,Cat_6,A,2
460632,Female,No,22,No,Healthcare,0.0,Low,3.0,Cat_3,D,18
465626,Female,No,42,Yes,Artist,7.0,Low,3.0,Cat_6,C,4
461768,Male,Yes,69,Yes,Artist,0.0,High,2.0,Cat_6,C,83
462242,Female,No,30,Yes,Entertainment,0.0,Low,5.0,Cat_1,D,94
466949,Male,Yes,39,No,Executive,12.0,High,7.0,Cat_6,B,10
465479,Male,No,27,No,Artist,1.0,Low,1.0,Cat_4,D,59
464845,Male,Yes,30,No,Engineer,1.0,Average,3.0,Cat_4,A,13
465066,Male,Yes,47,Yes,Executive,7.0,High,4.0,Cat_6,C,61
466817,Female,Yes,81,No,Lawyer,0.0,High,2.0,Cat_6,B,60
466436,Male,Yes,42,No,Doctor,0.0,Average,3.0,Cat_6,B,68
467974,Female,No,43,Yes,Artist,1.0,Low,1.0,Cat_4,B,92
460341,Female,No,31,No,Entertainment,11.0,Low,5.0,Cat_7,D,33
467463,Female,Yes,39,Yes,Artist,8.0,Average,3.0,Cat_6,B,26
466235,Female,Yes,57,Yes,Artist,0.0,Average,4.0,Cat_4,C,98
466094,Female,No,31,No,Healthcare,0.0,Low,3.0,Cat_6,B,75
461451,Female,No,28,Yes,Engineer,1.0,Low,6.0,Cat_2,A,65
460473,Male,Yes,58,Yes,Artist,0.0,Average,2.0,Cat_4,B,82
461786,Male,Yes,71,Yes,Lawyer,0.0,High,2.0,Cat_6,C,40
466745,Female,Yes,36,Yes,Homemaker,0.0,Average,2.0,Cat_6,B,87
460124,Female,No,43,Yes,Artist,1.0,Low,3.0,Cat_6,A,91
459910,Male,Yes,69,Yes,Artist,1.0,Low,2.0,Cat_6,B,49
464082,Male,Yes,77,Yes,Lawyer,0.0,Low,1.0,Cat_6,A,16
461487,Male,Yes,50,Yes,Artist,1.0,Average,4.0,Cat_6,C,66
465188,Female,Yes,50,Yes,Artist,1.0,Average,4.0,Cat_6,B,36
467255,Female,No,40,Yes,Healthcare,6.0,Low,2.0,Cat_6,D,78
466993,Female,Yes,43,Yes,Engineer,9.0,Average,2.0,Cat_6,C,20
467151,Male,No,37,No,Entertainment,99.0,Low,1.0,Cat_6,D,41
464403,Female,Yes,65,Yes,Lawyer,0.0,High,3.0,Cat_6,C,51
461518,Female,Yes,46,Yes,Artist,0.0,Average,4.0,Cat_3,B,1
464848,Male,Yes,35,No,Entertainment,1.0,Average,4.0,Cat_4,B,38
460715,Female,Yes,86,No,Lawyer,0.0,High,2.0,Cat_6,A,47
466963,Male,No,63,No,Entertainment,7.0,Low,1.0,Cat_6,A,24
466508,Female,Yes,40,Yes,Artist,9.0,Average,5.0,Cat_6,B,8
460125,Female,Yes,55,Yes,Artist,10.0,Low,1.0,Cat_6,B,69
462325,Male,No,37,Yes,Healthcare,1.0,Low,4.0,Cat_4,B,74
461537,Male,No,31,Yes,Artist,0.0,Low,1.0,Cat_6,B,65
461679,Male,No,28,Yes,Healthcare,4.0,Low,4.0,Cat_6,D,23
463559,Female,Yes,48,Yes,Engineer,1.0,High,3.0,Cat_6,B,81
464330,Male,No,38,Yes,Artist,99.0,Low,2.0,Cat_6,A,69
467018,Male,Yes,57,Yes,Artist,1.0,Average,5.0,Cat_6,C,59
463160,Female,No,48,No,Entertainment,99.0,Low,1.0,Cat_6,B,74
466104,Male,Yes,81,Yes,Lawyer,1.0,Low,1.0,Cat_6,B,9
467825,Female,No,21,No,Marketing,1.0,Low,8.0,Cat_6,C,95
466599,Female,No,33,Yes,Healthcare,1.0,Low,2.0,Cat_6,C,95
466724,Male,No,38,Yes,Artist,0.0,Low,2.0,Cat_6,B,77
463062,Female,Yes,37,Yes,Artist,99.0,Average,3.0,Cat_6,B,40
467881,Female,No,33,Yes,Artist,10.0,Low,1.0,Cat_7,A,6
462578,Male,Yes,38,Yes,Artist,8.0,Average,2.0,Cat_4,B,49
459177,Female,Yes,39,Yes,Artist,1.0,Average,4.0,Cat_6,A,0
459232,Female,Yes,59,Yes,Artist,0.0,High,2.0,Cat_6,C,43
459302,Female,Yes,57,Yes,Artist,99.0,Average,4.0,Cat_2,C,14
467019,Male,Yes,80,Yes,Lawyer,1.0,Low,1.0,Cat_6,C,62
462122,Male,Yes,42,No,Entertainment,6.0,Low,3.0,Cat_6,B,16
